Currently Passing?,Proposition Number,Proposition Title,Yes Votes,Yes %,No Votes,No %,State - Yes Votes,State - Yes %,State - No Votes,State - No %,County,Fetch Time
False,15,"Property Tax to Fund Schools, Government Services",5132,0.47,5786,0.53,5976428,0.483,6400838,0.517,Lake,2020-11-05 19:19:24
False,16,Affirmative Action in Government Decisions,4105,0.381,6673,0.619,5364407,0.439,6849323,0.561,Lake,2020-11-05 19:19:24
False,18,17-year-old Primary Voting Rights,4152,0.38,6760,0.62,5546861,0.449,6820076,0.551,Lake,2020-11-05 19:19:24
False,20,Parole Restrictions for Certain Offenses,4182,0.39,6530,0.61,4553607,0.377,7524905,0.623,Lake,2020-11-05 19:19:24
False,21,Expands Governments’ Authority to Rent Control,4105,0.381,6678,0.619,4920275,0.403,7295170,0.597,Lake,2020-11-05 19:19:24
False,23,State Requirements for Kidney Dialysis Clinics,3612,0.334,7204,0.6659999999999999,4398109,0.36,7806822,0.64,Lake,2020-11-05 19:19:24
False,25,Eliminates Money Bail System,5185,0.484,5538,0.516,5346936,0.444,6683528,0.556,Lake,2020-11-05 19:19:24
True,14,Bonds to Continue Stem Cell Research,5415,0.501,5383,0.499,6212884,0.51,5960911,0.49,Lake,2020-11-05 19:19:24
True,17,Restores Right to Vote After Prison Term,6051,0.556,4837,0.444,7285919,0.59,5055038,0.41,Lake,2020-11-05 19:19:24
True,19,Changes Certain Property Tax Rules,6335,0.588,4445,0.412,6230050,0.514,5892896,0.486,Lake,2020-11-05 19:19:24
True,22,App-Based Drivers and Employee Benefits,5915,0.5489999999999999,4860,0.451,7173207,0.584,5113494,0.416,Lake,2020-11-05 19:19:24
True,24,Amends Consumer Privacy Laws,5954,0.557,4726,0.443,6774817,0.56,5314308,0.44,Lake,2020-11-05 19:19:24
False,14,Bonds to Continue Stem Cell Research,2336,0.249,7042,0.7509999999999999,6212884,0.51,5960911,0.49,Lassen,2020-11-05 19:19:31
False,15,"Property Tax to Fund Schools, Government Services",2034,0.215,7415,0.785,5976428,0.483,6400838,0.517,Lassen,2020-11-05 19:19:31
False,16,Affirmative Action in Government Decisions,1232,0.132,8114,0.868,5364407,0.439,6849323,0.561,Lassen,2020-11-05 19:19:31
False,17,Restores Right to Vote After Prison Term,2430,0.257,7034,0.743,7285919,0.59,5055038,0.41,Lassen,2020-11-05 19:19:31
False,18,17-year-old Primary Voting Rights,1410,0.149,8044,0.851,5546861,0.449,6820076,0.551,Lassen,2020-11-05 19:19:31
False,19,Changes Certain Property Tax Rules,3033,0.327,6244,0.6729999999999999,6230050,0.514,5892896,0.486,Lassen,2020-11-05 19:19:31
False,21,Expands Governments’ Authority to Rent Control,1573,0.168,7792,0.8320000000000001,4920275,0.403,7295170,0.597,Lassen,2020-11-05 19:19:31
False,23,State Requirements for Kidney Dialysis Clinics,2000,0.214,7361,0.7859999999999999,4398109,0.36,7806822,0.64,Lassen,2020-11-05 19:19:31
False,24,Amends Consumer Privacy Laws,3376,0.362,5942,0.638,6774817,0.56,5314308,0.44,Lassen,2020-11-05 19:19:31
False,25,Eliminates Money Bail System,1786,0.19,7592,0.81,5346936,0.444,6683528,0.556,Lassen,2020-11-05 19:19:31
True,20,Parole Restrictions for Certain Offenses,5664,0.608,3655,0.392,4553607,0.377,7524905,0.623,Lassen,2020-11-05 19:19:31
True,22,App-Based Drivers and Employee Benefits,6534,0.6970000000000001,2836,0.303,7173207,0.584,5113494,0.416,Lassen,2020-11-05 19:19:31
False,19,Changes Certain Property Tax Rules,1641821,0.498,1652626,0.502,6230050,0.514,5892896,0.486,Los Angeles,2020-11-05 19:19:34
False,20,Parole Restrictions for Certain Offenses,1128271,0.343,2157013,0.657,4553607,0.377,7524905,0.623,Los Angeles,2020-11-05 19:19:34
False,21,Expands Governments’ Authority to Rent Control,1638619,0.491,1696083,0.509,4920275,0.403,7295170,0.597,Los Angeles,2020-11-05 19:19:34
False,23,State Requirements for Kidney Dialysis Clinics,1334138,0.401,1992638,0.599,4398109,0.36,7806822,0.64,Los Angeles,2020-11-05 19:19:34
False,25,Eliminates Money Bail System,1484459,0.454,1785635,0.546,5346936,0.444,6683528,0.556,Los Angeles,2020-11-05 19:19:34
True,14,Bonds to Continue Stem Cell Research,1727815,0.525,1565821,0.475,6212884,0.51,5960911,0.49,Los Angeles,2020-11-05 19:19:34
True,15,"Property Tax to Fund Schools, Government Services",1788040,0.531,1582218,0.469,5976428,0.483,6400838,0.517,Los Angeles,2020-11-05 19:19:34
True,16,Affirmative Action in Government Decisions,1704551,0.513,1618374,0.487,5364407,0.439,6849323,0.561,Los Angeles,2020-11-05 19:19:34
True,17,Restores Right to Vote After Prison Term,2192615,0.653,1165828,0.34700000000000003,7285919,0.59,5055038,0.41,Los Angeles,2020-11-05 19:19:34
True,18,17-year-old Primary Voting Rights,1747998,0.52,1615938,0.48,5546861,0.449,6820076,0.551,Los Angeles,2020-11-05 19:19:34
True,22,App-Based Drivers and Employee Benefits,1855084,0.5529999999999999,1498675,0.447,7173207,0.584,5113494,0.416,Los Angeles,2020-11-05 19:19:34
True,24,Amends Consumer Privacy Laws,1951219,0.594,1336353,0.406,6774817,0.56,5314308,0.44,Los Angeles,2020-11-05 19:19:34
False,14,Bonds to Continue Stem Cell Research,15240,0.384,24422,0.616,6212884,0.51,5960911,0.49,Madera,2020-11-05 19:19:40
False,15,"Property Tax to Fund Schools, Government Services",12668,0.316,27412,0.684,5976428,0.483,6400838,0.517,Madera,2020-11-05 19:19:40
False,16,Affirmative Action in Government Decisions,10245,0.258,29443,0.742,5364407,0.439,6849323,0.561,Madera,2020-11-05 19:19:40
False,17,Restores Right to Vote After Prison Term,15500,0.386,24645,0.614,7285919,0.59,5055038,0.41,Madera,2020-11-05 19:19:40
False,18,17-year-old Primary Voting Rights,10545,0.262,29631,0.738,5546861,0.449,6820076,0.551,Madera,2020-11-05 19:19:40
False,19,Changes Certain Property Tax Rules,16504,0.423,22534,0.5770000000000001,6230050,0.514,5892896,0.486,Madera,2020-11-05 19:19:40
False,21,Expands Governments’ Authority to Rent Control,9910,0.248,29977,0.752,4920275,0.403,7295170,0.597,Madera,2020-11-05 19:19:40
False,23,State Requirements for Kidney Dialysis Clinics,10820,0.273,28886,0.727,4398109,0.36,7806822,0.64,Madera,2020-11-05 19:19:40
False,24,Amends Consumer Privacy Laws,17512,0.445,21812,0.555,6774817,0.56,5314308,0.44,Madera,2020-11-05 19:19:40
False,25,Eliminates Money Bail System,10731,0.273,28555,0.727,5346936,0.444,6683528,0.556,Madera,2020-11-05 19:19:40
True,20,Parole Restrictions for Certain Offenses,21452,0.541,18216,0.459,4553607,0.377,7524905,0.623,Madera,2020-11-05 19:19:40
True,22,App-Based Drivers and Employee Benefits,27010,0.6809999999999999,12640,0.319,7173207,0.584,5113494,0.416,Madera,2020-11-05 19:19:40
False,20,Parole Restrictions for Certain Offenses,24084,0.258,69253,0.742,4553607,0.377,7524905,0.623,Marin,2020-11-05 19:19:44
False,21,Expands Governments’ Authority to Rent Control,39165,0.414,55416,0.586,4920275,0.403,7295170,0.597,Marin,2020-11-05 19:19:44
False,22,App-Based Drivers and Employee Benefits,44585,0.467,50838,0.5329999999999999,7173207,0.584,5113494,0.416,Marin,2020-11-05 19:19:44
False,23,State Requirements for Kidney Dialysis Clinics,33024,0.35,61251,0.65,4398109,0.36,7806822,0.64,Marin,2020-11-05 19:19:44
True,14,Bonds to Continue Stem Cell Research,54367,0.5720000000000001,40598,0.428,6212884,0.51,5960911,0.49,Marin,2020-11-05 19:19:44
True,15,"Property Tax to Fund Schools, Government Services",60800,0.626,36264,0.374,5976428,0.483,6400838,0.517,Marin,2020-11-05 19:19:44
True,16,Affirmative Action in Government Decisions,54247,0.5720000000000001,40609,0.428,5364407,0.439,6849323,0.561,Marin,2020-11-05 19:19:44
True,17,Restores Right to Vote After Prison Term,73240,0.755,23754,0.245,7285919,0.59,5055038,0.41,Marin,2020-11-05 19:19:44
True,18,17-year-old Primary Voting Rights,56795,0.591,39379,0.409,5546861,0.449,6820076,0.551,Marin,2020-11-05 19:19:44
True,19,Changes Certain Property Tax Rules,53117,0.5589999999999999,41873,0.441,6230050,0.514,5892896,0.486,Marin,2020-11-05 19:19:44
True,24,Amends Consumer Privacy Laws,50054,0.5329999999999999,43833,0.467,6774817,0.56,5314308,0.44,Marin,2020-11-05 19:19:44
True,25,Eliminates Money Bail System,59146,0.629,34833,0.371,5346936,0.444,6683528,0.556,Marin,2020-11-05 19:19:44
False,14,Bonds to Continue Stem Cell Research,3431,0.342,6594,0.6579999999999999,6212884,0.51,5960911,0.49,Mariposa,2020-11-05 19:19:51
False,15,"Property Tax to Fund Schools, Government Services",3104,0.306,7044,0.6940000000000001,5976428,0.483,6400838,0.517,Mariposa,2020-11-05 19:19:51
False,16,Affirmative Action in Government Decisions,2310,0.231,7692,0.769,5364407,0.439,6849323,0.561,Mariposa,2020-11-05 19:19:51
False,17,Restores Right to Vote After Prison Term,3933,0.392,6109,0.608,7285919,0.59,5055038,0.41,Mariposa,2020-11-05 19:19:51
False,18,17-year-old Primary Voting Rights,2572,0.254,7543,0.746,5546861,0.449,6820076,0.551,Mariposa,2020-11-05 19:19:51
False,19,Changes Certain Property Tax Rules,3903,0.394,6015,0.606,6230050,0.514,5892896,0.486,Mariposa,2020-11-05 19:19:51
False,20,Parole Restrictions for Certain Offenses,4733,0.478,5167,0.522,4553607,0.377,7524905,0.623,Mariposa,2020-11-05 19:19:51
False,21,Expands Governments’ Authority to Rent Control,2349,0.236,7620,0.764,4920275,0.403,7295170,0.597,Mariposa,2020-11-05 19:19:51
False,23,State Requirements for Kidney Dialysis Clinics,2410,0.241,7579,0.759,4398109,0.36,7806822,0.64,Mariposa,2020-11-05 19:19:51
False,24,Amends Consumer Privacy Laws,4011,0.404,5911,0.596,6774817,0.56,5314308,0.44,Mariposa,2020-11-05 19:19:51
False,25,Eliminates Money Bail System,2928,0.29600000000000004,6949,0.7040000000000001,5346936,0.444,6683528,0.556,Mariposa,2020-11-05 19:19:51
True,22,App-Based Drivers and Employee Benefits,6359,0.638,3613,0.362,7173207,0.584,5113494,0.416,Mariposa,2020-11-05 19:19:51
False,16,Affirmative Action in Government Decisions,11780,0.483,12593,0.517,5364407,0.439,6849323,0.561,Mendocino,2020-11-05 19:19:57
False,20,Parole Restrictions for Certain Offenses,7052,0.293,17055,0.7070000000000001,4553607,0.377,7524905,0.623,Mendocino,2020-11-05 19:19:57
False,21,Expands Governments’ Authority to Rent Control,11335,0.466,12985,0.534,4920275,0.403,7295170,0.597,Mendocino,2020-11-05 19:19:57
False,22,App-Based Drivers and Employee Benefits,10905,0.448,13416,0.552,7173207,0.584,5113494,0.416,Mendocino,2020-11-05 19:19:57
False,23,State Requirements for Kidney Dialysis Clinics,9462,0.387,14959,0.613,4398109,0.36,7806822,0.64,Mendocino,2020-11-05 19:19:57
True,14,Bonds to Continue Stem Cell Research,13749,0.564,10645,0.436,6212884,0.51,5960911,0.49,Mendocino,2020-11-05 19:19:57
True,15,"Property Tax to Fund Schools, Government Services",13864,0.5589999999999999,10932,0.441,5976428,0.483,6400838,0.517,Mendocino,2020-11-05 19:19:57
True,17,Restores Right to Vote After Prison Term,16415,0.6629999999999999,8359,0.337,7285919,0.59,5055038,0.41,Mendocino,2020-11-05 19:19:57
True,18,17-year-old Primary Voting Rights,12627,0.509,12180,0.491,5546861,0.449,6820076,0.551,Mendocino,2020-11-05 19:19:57
True,19,Changes Certain Property Tax Rules,14144,0.5820000000000001,10149,0.418,6230050,0.514,5892896,0.486,Mendocino,2020-11-05 19:19:57
True,24,Amends Consumer Privacy Laws,13661,0.568,10392,0.4320000000000001,6774817,0.56,5314308,0.44,Mendocino,2020-11-05 19:19:57
True,25,Eliminates Money Bail System,13757,0.569,10436,0.431,5346936,0.444,6683528,0.556,Mendocino,2020-11-05 19:19:57
False,14,Bonds to Continue Stem Cell Research,30099,0.487,31655,0.513,6212884,0.51,5960911,0.49,Merced,2020-11-05 19:20:01
False,15,"Property Tax to Fund Schools, Government Services",24365,0.391,37911,0.609,5976428,0.483,6400838,0.517,Merced,2020-11-05 19:20:01
False,16,Affirmative Action in Government Decisions,20630,0.334,41130,0.6659999999999999,5364407,0.439,6849323,0.561,Merced,2020-11-05 19:20:01
False,17,Restores Right to Vote After Prison Term,29854,0.481,32187,0.519,7285919,0.59,5055038,0.41,Merced,2020-11-05 19:20:01
False,18,17-year-old Primary Voting Rights,20914,0.336,41307,0.664,5546861,0.449,6820076,0.551,Merced,2020-11-05 19:20:01
False,19,Changes Certain Property Tax Rules,30449,0.495,31031,0.505,6230050,0.514,5892896,0.486,Merced,2020-11-05 19:20:01
False,20,Parole Restrictions for Certain Offenses,28142,0.461,32849,0.539,4553607,0.377,7524905,0.623,Merced,2020-11-05 19:20:01
False,21,Expands Governments’ Authority to Rent Control,19402,0.317,41792,0.6829999999999999,4920275,0.403,7295170,0.597,Merced,2020-11-05 19:20:01
False,23,State Requirements for Kidney Dialysis Clinics,19340,0.315,42123,0.685,4398109,0.36,7806822,0.64,Merced,2020-11-05 19:20:01
False,25,Eliminates Money Bail System,20325,0.335,40344,0.665,5346936,0.444,6683528,0.556,Merced,2020-11-05 19:20:01
True,22,App-Based Drivers and Employee Benefits,38816,0.632,22584,0.368,7173207,0.584,5113494,0.416,Merced,2020-11-05 19:20:01
True,24,Amends Consumer Privacy Laws,32404,0.536,28047,0.464,6774817,0.56,5314308,0.44,Merced,2020-11-05 19:20:01
False,14,Bonds to Continue Stem Cell Research,998,0.268,2727,0.732,6212884,0.51,5960911,0.49,Modoc,2020-11-05 19:20:05
False,15,"Property Tax to Fund Schools, Government Services",868,0.231,2895,0.769,5976428,0.483,6400838,0.517,Modoc,2020-11-05 19:20:05
False,16,Affirmative Action in Government Decisions,586,0.157,3151,0.843,5364407,0.439,6849323,0.561,Modoc,2020-11-05 19:20:05
False,17,Restores Right to Vote After Prison Term,1139,0.301,2646,0.6990000000000001,7285919,0.59,5055038,0.41,Modoc,2020-11-05 19:20:05
False,18,17-year-old Primary Voting Rights,680,0.18,3106,0.82,5546861,0.449,6820076,0.551,Modoc,2020-11-05 19:20:05
False,19,Changes Certain Property Tax Rules,1246,0.338,2441,0.662,6230050,0.514,5892896,0.486,Modoc,2020-11-05 19:20:05
False,21,Expands Governments’ Authority to Rent Control,673,0.18,3073,0.82,4920275,0.403,7295170,0.597,Modoc,2020-11-05 19:20:05
False,23,State Requirements for Kidney Dialysis Clinics,773,0.207,2967,0.7929999999999999,4398109,0.36,7806822,0.64,Modoc,2020-11-05 19:20:05
False,24,Amends Consumer Privacy Laws,1329,0.359,2375,0.6409999999999999,6774817,0.56,5314308,0.44,Modoc,2020-11-05 19:20:05
False,25,Eliminates Money Bail System,849,0.229,2857,0.7709999999999999,5346936,0.444,6683528,0.556,Modoc,2020-11-05 19:20:05
True,20,Parole Restrictions for Certain Offenses,1945,0.523,1773,0.477,4553607,0.377,7524905,0.623,Modoc,2020-11-05 19:20:05
True,22,App-Based Drivers and Employee Benefits,2495,0.672,1220,0.328,7173207,0.584,5113494,0.416,Modoc,2020-11-05 19:20:05
False,14,Bonds to Continue Stem Cell Research,2929,0.47,3308,0.53,6212884,0.51,5960911,0.49,Mono,2020-11-05 19:20:09
False,15,"Property Tax to Fund Schools, Government Services",2870,0.452,3475,0.5479999999999999,5976428,0.483,6400838,0.517,Mono,2020-11-05 19:20:09
False,16,Affirmative Action in Government Decisions,2046,0.33,4157,0.67,5364407,0.439,6849323,0.561,Mono,2020-11-05 19:20:09
False,18,17-year-old Primary Voting Rights,2427,0.383,3918,0.617,5546861,0.449,6820076,0.551,Mono,2020-11-05 19:20:09
False,19,Changes Certain Property Tax Rules,2869,0.464,3315,0.536,6230050,0.514,5892896,0.486,Mono,2020-11-05 19:20:09
False,20,Parole Restrictions for Certain Offenses,2192,0.359,3906,0.6409999999999999,4553607,0.377,7524905,0.623,Mono,2020-11-05 19:20:09
False,21,Expands Governments’ Authority to Rent Control,2097,0.34,4078,0.66,4920275,0.403,7295170,0.597,Mono,2020-11-05 19:20:09
False,23,State Requirements for Kidney Dialysis Clinics,2053,0.334,4102,0.6659999999999999,4398109,0.36,7806822,0.64,Mono,2020-11-05 19:20:09
False,25,Eliminates Money Bail System,2511,0.412,3589,0.588,5346936,0.444,6683528,0.556,Mono,2020-11-05 19:20:09
True,17,Restores Right to Vote After Prison Term,3403,0.54,2902,0.46,7285919,0.59,5055038,0.41,Mono,2020-11-05 19:20:09
True,22,App-Based Drivers and Employee Benefits,3380,0.544,2830,0.456,7173207,0.584,5113494,0.416,Mono,2020-11-05 19:20:09
True,24,Amends Consumer Privacy Laws,3089,0.503,3056,0.4970000000000001,6774817,0.56,5314308,0.44,Mono,2020-11-05 19:20:09
False,16,Affirmative Action in Government Decisions,52392,0.459,61761,0.541,5364407,0.439,6849323,0.561,Monterey,2020-11-05 19:20:15
False,18,17-year-old Primary Voting Rights,53782,0.464,62161,0.536,5546861,0.449,6820076,0.551,Monterey,2020-11-05 19:20:15
False,20,Parole Restrictions for Certain Offenses,36814,0.325,76572,0.675,4553607,0.377,7524905,0.623,Monterey,2020-11-05 19:20:15
False,21,Expands Governments’ Authority to Rent Control,48408,0.423,65962,0.5770000000000001,4920275,0.403,7295170,0.597,Monterey,2020-11-05 19:20:15
False,23,State Requirements for Kidney Dialysis Clinics,46256,0.403,68424,0.597,4398109,0.36,7806822,0.64,Monterey,2020-11-05 19:20:15
False,25,Eliminates Money Bail System,54819,0.493,56330,0.507,5346936,0.444,6683528,0.556,Monterey,2020-11-05 19:20:15
True,14,Bonds to Continue Stem Cell Research,64092,0.562,50002,0.438,6212884,0.51,5960911,0.49,Monterey,2020-11-05 19:20:15
True,15,"Property Tax to Fund Schools, Government Services",58834,0.51,56499,0.49,5976428,0.483,6400838,0.517,Monterey,2020-11-05 19:20:15
True,17,Restores Right to Vote After Prison Term,72849,0.633,42320,0.3670000000000001,7285919,0.59,5055038,0.41,Monterey,2020-11-05 19:20:15
True,19,Changes Certain Property Tax Rules,65307,0.573,48569,0.4270000000000001,6230050,0.514,5892896,0.486,Monterey,2020-11-05 19:20:15
True,22,App-Based Drivers and Employee Benefits,63729,0.555,51019,0.445,7173207,0.584,5113494,0.416,Monterey,2020-11-05 19:20:15
True,24,Amends Consumer Privacy Laws,68730,0.616,42794,0.384,6774817,0.56,5314308,0.44,Monterey,2020-11-05 19:20:15
False,16,Affirmative Action in Government Decisions,19363,0.449,23737,0.551,5364407,0.439,6849323,0.561,Napa,2020-11-05 19:20:20
False,18,17-year-old Primary Voting Rights,20519,0.469,23220,0.531,5546861,0.449,6820076,0.551,Napa,2020-11-05 19:20:20
False,20,Parole Restrictions for Certain Offenses,15182,0.358,27183,0.642,4553607,0.377,7524905,0.623,Napa,2020-11-05 19:20:20
False,21,Expands Governments’ Authority to Rent Control,16240,0.378,26686,0.622,4920275,0.403,7295170,0.597,Napa,2020-11-05 19:20:20
False,23,State Requirements for Kidney Dialysis Clinics,13648,0.316,29487,0.684,4398109,0.36,7806822,0.64,Napa,2020-11-05 19:20:20
True,14,Bonds to Continue Stem Cell Research,23156,0.537,19991,0.463,6212884,0.51,5960911,0.49,Napa,2020-11-05 19:20:20
True,15,"Property Tax to Fund Schools, Government Services",22194,0.508,21533,0.4920000000000001,5976428,0.483,6400838,0.517,Napa,2020-11-05 19:20:20
True,17,Restores Right to Vote After Prison Term,27180,0.622,16495,0.378,7285919,0.59,5055038,0.41,Napa,2020-11-05 19:20:20
True,19,Changes Certain Property Tax Rules,24365,0.5660000000000001,18685,0.434,6230050,0.514,5892896,0.486,Napa,2020-11-05 19:20:20
True,22,App-Based Drivers and Employee Benefits,24392,0.564,18847,0.436,7173207,0.584,5113494,0.416,Napa,2020-11-05 19:20:20
True,24,Amends Consumer Privacy Laws,23723,0.555,19003,0.445,6774817,0.56,5314308,0.44,Napa,2020-11-05 19:20:20
True,25,Eliminates Money Bail System,21756,0.514,20579,0.486,5346936,0.444,6683528,0.556,Napa,2020-11-05 19:20:20
False,14,Bonds to Continue Stem Cell Research,13281,0.455,15900,0.545,6212884,0.51,5960911,0.49,Nevada,2020-11-05 19:20:22
False,15,"Property Tax to Fund Schools, Government Services",12851,0.434,16791,0.5660000000000001,5976428,0.483,6400838,0.517,Nevada,2020-11-05 19:20:22
False,16,Affirmative Action in Government Decisions,10726,0.368,18437,0.632,5364407,0.439,6849323,0.561,Nevada,2020-11-05 19:20:22
